show_id,type,title,country,release_year,description,
70307648,Movie,Trash,"United Kingdom, Brazil, Germany",2014,"Three poor Brazilian teens find something suspicious in a garbage heap, then end up on the run from the law as they try to set things right.",
70174741,Movie,Whitney Cummings: Money Shot,United States,2010,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics.",
60023619,Movie,XXx,United States,2002,A notorious underground rush-seeker deemed untouchable by the law is coerced into cooperating with the government to infiltrate a Russian crime ring.,
70023960,Movie,XXX: State of the Union,United States,2005,"In this action-packed follow-up to XXX, U.S. intelligence officer Augustus Gibbons must thwart a massive conspiracy to overthrow the government.",
80201623,Movie,Aajcha Divas Majha,India,2013,A conscientious politician helps an elderly singer overcome the obstacles placed in his path a by a powerful bureaucracy.,
80202086,Movie,Aata Pita,India,2010,A municipal clerk with literary ambitions stalks a loan recovery officer on whom he has decided to base his story's central character.,
80190844,Movie,AlphaGo,United States,2017,"Seemingly simple but deceptively complex, the game of ""Go"" serves as the backdrop for this battle between artificial intelligence and man.",
80201626,Movie,Badha,India,2006,A young woman who is suspected of practicing black magic and witchcraft is demonized and forced to live apart from her family.,
80195653,Movie,Camp Cool Kids,United States,2017,"A young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life.",
80084756,Movie,Chittagong,"United States, India, Bangladesh",2012,"In the turbulent 1930s of British colonial India, a teenager joins a ragtag army of schoolboys determined to overthrow their foreign conquerors.",
70117122,Movie,Devrai,India,2004,"After science student Shesh Shahi – a shy eccentric with a strange connection to nature – is examined by a team of mental hospital doctors, a gripping portrait of schizophrenia emerges.",
80197427,Movie,Dries,"Germany, Belgium",2017,This documentary explores the intense passion and distinctive talent that make Dries Van Noten one of the most unique fashion designers in the world.,
80192627,Movie,Empire of Scents,"Canada, France, Italy, Morocco, United States",2014,This documentary explores the extent to which our sense of smell directs our survival instincts and enriches our sensual experiences.,
80202713,Movie,Eve's Apple,Spain,2017,Interviews with global policymakers and girls in Gambia and Kenya detail the horrors of female genital mutilation and the growing efforts to end it.,
80084454,Movie,Fandry,India,2014,"Spunky, lower-caste lad Jabya falls for lovely, upper-caste Shalu. But his family's derided social position proves a stubborn stumbling block to love.",
70204980,TV Show,Fullmetal Alchemist,Japan,2003,"Brothers Edward and Alphonse use alchemy to resurrect their mother, but they unleash a chemical reaction that tears apart their bodies.",
80196217,Movie,Functional Fitness,United States,2016,"This documentary explores the challenging, transformative world of high-intensity fitness programs through the eyes of the people who've embraced them.",
80208908,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Nigeria,2016,"Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go.",
80167491,Movie,Happy Hunting,United States,2017,"On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest.",
80206907,Movie,Heartthrob,United States,2017,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.",
80202905,Movie,Hridaynath,India,2012,A schoolteacher known for his good deeds and benevolence takes a walk on the dark side after undergoing a heart transplant.,
60035870,Movie,Hum Aapke Hain Koun,India,1994,"Although Nisha falls for Prem, she agrees to marry his older brother for the good of their families. But fate may have other plans for the lovebirds.",
80074065,Movie,Hum Saath-Saath Hain,India,1999,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan.",
80201809,Movie,Ideachi Kalpana,India,2010,"After an actor is hit by a car driven by the police commissioner's sister, his scheming brother-in-law files a bogus suit against the commissioner.",
80228146,Movie,Jora 10 Numbaria,India,2017,"The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster.",
70169918,Movie,Justin Bieber: Never Say Never,United States,2011,"Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.",
80201810,Movie,Kay Dyache Bola,India,2005,"Wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case.",
80221637,Movie,Maacher Jhol,"India, France",2017,"On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever.",
80197301,Movie,Maddman: The Steve Madden Story,United States,2017,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.,
19207412,Movie,Maine Pyar Kiya,India,1989,"When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives.",
80217436,Movie,Martin Luther: The Idea that Changed the World,United States,2017,"This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses.""",
80201618,Movie,Maza Pati Karodpati,India,1988,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.,
70128225,Movie,Mi Shivajiraje Bhosale Boltoy,India,2009,"After a disgruntled man blames his Marathi heritage for his lack of his success, he is visited by Shivaji, a great medieval Marathi king.",
80020131,Movie,Monster High: Escape from Skull Shores,United States,2012,"A swanky cruise veers off course for Lagoona and her friends when they're left stranded on Skull Shores, an island with a notorious beast.",
70286028,Movie,Monster High: Friday Night Frights,United States,2013,"In their bid to win the Skulltimate Roller Maze championship, Monster High loses its star players, Clawd and Deuce, to injury.",
80020036,Movie,Monster High: Fright On!,United States,2011,"Big changes are afoot at Monster High when administrators announce a merger with two other schools, designed to bring all monsters together.",
70301472,Movie,"Monster High: Frights, Camera, Action!",United States,2014,"Draculaura is whisked to Transylvania to be crowned vampire queen, but when she learns she's been duped, the search is on for the true royal heir.",
70286029,Movie,Monster High: Why Do Ghouls Fall in Love?,United States,2013,Draculaura's ghoulfriends have some suspicions about one of her two persistent suitors – but can they stop him before he steals her un-beating heart?,
80196138,Movie,Not Alone,United States,2017,An 18-year-old struggling to understand her best friend's suicide talks to teenagers who have grappled with mental illness and suicidal thoughts.,
80138615,Movie,Now More Than Ever: The History of Chicago,United States,2016,"This rockumentary tells the behind-the-scenes story of the Hall-of-Fame band Chicago, from their jazz-rock fusion roots to chart-topping pop hits.",
70297799,Movie,Nymphomaniac: Volume 1,"Denmark, Germany, Belgium, United Kingdom, France",2013,A self-diagnosed nymphomaniac reveals a lifetime of sexual experiences to a man who saves her from being beaten in an alley.,
80131236,Movie,Planetarium,"France, Belgium",2016,"In pre-World War II France, two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker.",
70297439,TV Show,Pokémon: Indigo League,Japan,2000,"Explore the world of Pokémon with 10-year-old Ash Ketchum and his partner, Pikachu, as they aim for Ash's ultimate goal: becoming a Pokémon master.",
80184547,Movie,Residente,United States,2017,The results of a DNA test spur Puerto Rican rap icon Residente to set out on a global voyage in search of his roots and fresh musical inspiration.,
70116578,Movie,Sanai Choughade,India,2008,"In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done.",
80202908,Movie,Shahanpan Dega Deva,India,2011,"At large in the city, five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot.",
80184135,Movie,Super Dark Times,United States,2017,"A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable.",
80139199,Movie,The Age of Shadows,South Korea,2016,"Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives.",
80208830,Movie,The Arbitration,Nigeria,2016,An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair.,
80201813,Movie,The Damned Rain,India,2009,"An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him.",
80186459,TV Show,The Frozen Dead,France,2017,A grisly find atop a mountain in the French Pyrenees leads investigator Martin Servaz into a twisted dance with a serial killer in this icy thriller.,
80155790,Movie,The Rehearsal,New Zealand,2016,A drama student is torn between creative possibility and ethical boundaries when his girlfriend's family gets caught up in a sex scandal.,
1065372,Movie,The Trigger Effect,United States,1996,"When a power failure throws their suburban town into chaos, Matthew and his wife stoop to desperate measures to secure medication for their child.",
80159566,Movie,The Vault,United States,2017,A bank heist takes an unnerving turn when the three sibling robbers attempt to gain entrance into an subterranean vault with sinister secrets.,
80201815,Movie,Time Please,India,2013,"Personality differences, an old friend and a past flame poke holes in the way a husband and wife perceive their marriage.",
80217857,Movie,Treasures from the Wreck of the Unbelievable,United Kingdom,2017,This cinematic journey into the waters off East Africa chronicles the story behind artist Damien Hirst's massive exhibition of oceanic treasures.,
80194813,TV Show,We Speak Dance,United States,2018,Trained dancer Vandana Hart travels the world to learn traditional and urban dance styles from the local experts who know them best.,
70114043,Movie,Yanda Kartavya Aahe,India,2006,"Thanks to an arranged marriage that was designed to make an ailing grandmother happy, newlyweds Rahul and Swati are virtually strangers. Can a four-day honeymoon make a difference when it comes to the couple's feelings about each other?",
80140364,TV Show,A Good Wife,Taiwan,2013,"As her seemingly idyllic life begins to crumble, a lonely woman in a restrictive marriage starts an affair with a gentle bookstore owner.",
80158376,Movie,An American in Madras,India,2013,"Extensive film clips and interviews tell the story of American filmmaker Ellis R. Dungan, who spent 15 years in India and helped define Tamil cinema.",
80140617,TV Show,An Innocent Mistake,Taiwan,2012,"Raised by three mothers, a self-assured teen in turmoil meets the father figure she never had. But she also stands to drive the man and his son apart.",
80154688,Movie,Autohead,India,2016,A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.,
70060010,Movie,Bee Movie,"United States, Australia",2007,"Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along.",
80140939,TV Show,Ex-Boyfriend,China,2011,"Still haunted by the traumatic event that ended her high school romance, a young professional gets a new subordinate: her former sweetheart.",
80140490,TV Show,Happy 300 Days,Taiwan,2013,"An unexpected pregnancy sends a woman back to her hometown to share a house with three nice guys. Each has problems, but each would make a great dad.",
80011026,Movie,Headwinds,"France, Belgium",2011,"After his wife inexplicably disappears, a man takes their two children and relocates to his hometown in an attempt to end their grief and move on.",
80117742,Movie,Hurricane Bianca,United States,2016,"Fired for being gay, schoolteacher Richard returns in drag as force-of-nature Bianca, gets hired for the same job and plots sweet, scornful revenge.",
80140938,TV Show,In Between,Taiwan,2012,An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.,
80147318,Movie,Radiopetti,India,2015,"An elderly, hearing-impaired Indian man stays connected to the world of the past through the beloved valve radio he has owned since childhood.",
80152741,Movie,Saheb Bibi Golaam,India,2016,"A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata.",
80097375,Movie,The Land of the Enlightened,"Belgium, Ireland, Netherlands, Germany, Afghanistan",2016,"In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium.",
80145085,Movie,The Rat Race,India,2010,"Examine the troublesome coexistence of humans and rodents in Mumbai, where the byproducts of a big economy have led to a thriving rat population.",
80144141,Movie,To Be a Miss,"United States, Venezuela",2016,Explore how the media and nationalism have fueled Venezuela's passion for physical appearance and the multibillion-dollar beauty pageant industry.,
80118002,Movie,Udta Punjab,India,2016,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star.",
80141033,TV Show,What Is Love?,Taiwan,2012,"A 32-year-old romantic looking for a long-term, monogamous relationship meets a handsome bad boy who only believes in one-night stands.",
80140362,TV Show,Who's the One,Taiwan,2011,"A doctor performs plastic surgery on a fat man who's been jilted, and continues his transformation by turning him into a handsome, desirable man.",
80036832,Movie,How to Change the World,"Canada, United Kingdom, Netherlands",2015,"In the 1970s, a group of activists who gathered to protest nuclear testing formed the iconic Greenpeace environmental organization.",
70213235,TV Show,Mighty Morphin Alien Rangers,"United States, Japan",1996,Visitors arrive from space to help Red Ranger and his squad – temporarily stripped of their powers – fight against Lord Zedd and Rita Repulsa.,
70221672,TV Show,Ninja Turtles: The Next Mutation,"Canada, United States",1997,Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.,
70213085,TV Show,Power Rangers Dino Thunder,United States,2004,"Dr. Tommy Oliver returns when his students discover the Dino Gems that morph them into the Dino Power Rangers, enabling them to stop the evil Mesogog.",
70213084,TV Show,Power Rangers in Space,"United States, France, Japan",1998,"With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who's been abducted by Dark Specter.",
70213083,TV Show,Power Rangers Jungle Fury,United States,2008,The Power Rangers travel to California in search of their new master and find him running a pizza parlor – so they join the staff to be trained.,
70213082,TV Show,Power Rangers Lightspeed Rescue,"United States, France, Japan",2000,"As demons rumble from their graves beneath Mariner Bay, a government organization called Lightspeed recruits five civilians to defend the city.",
70213081,TV Show,Power Rangers Lost Galaxy,"United States, France, Japan",1999,"Five teenagers, transformed by the mystical powers of the Quasar Sabers into the Galaxy Power Rangers, battle the evil Scorpius and Captain Mutiny.",
70213080,TV Show,Power Rangers Mystic Force,United States,2006,"When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers – the Mystic Force Power Rangers – to save mankind.",
70213079,TV Show,Power Rangers Ninja Storm,"United States, New Zealand",2003,"When the elite warriors from the Wind Ninja Academy are captured by the evil Lothor, Shane, Tori and Waldo become Wind Power Rangers to fight back.",
70213078,TV Show,Power Rangers Operation Overdrive,"United States, New Zealand, Japan",2007,"To keep powerful jewels from falling into the hands of two wicked brothers, five young Power Rangers set out on a dangerous global adventure.",
70213077,TV Show,Power Rangers RPM,United States,2009,"The Power Rangers' new member, Dillon, isn't sure he wants to be on the team until he has a dream that sets the Rangers into action.",
70213076,TV Show,Power Rangers S.P.D.,"United States, New Zealand",2005,"When the Troobian Empire attacks Earth, the B-Squad Power Rangers Space Patrol Delta morphs into action to squash the alien threat and save the world.",
70221673,TV Show,Power Rangers Samurai,United States,2011,"A new generation of Power Rangers must master the Symbols of Samurai Power, which give them control over the Earth's elements to battle dark forces.",
70221570,Movie,"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",United States,2011,"On Christmas Eve, as the teens at Shiba House reflect on their first year together, they get an unexpected lesson on the true spirit of the holidays.",
70221571,Movie,Power Rangers Samurai: Clash of the Red Rangers,United States,2011,The Samurai Rangers team up with the RPM Ranger Red to fight off Master Xandred's Mooger army and a robotic villain from the RPM Ranger's dimension.,
70221569,Movie,Power Rangers Samurai: Party Monsters (Halloween Special),United States,2011,"On Halloween night, the creepiest creatures from the Netherworld trade war stories about their battles with the Samurai Power Rangers.",
80008257,TV Show,Power Rangers Super Megaforce,United States,2014,"Armed with a key that allows them to morph into any team of Legendary Rangers from the past, the Super Megaforce Rangers fight ruthless Prince Vekar.",
80092837,Movie,Power Rangers Super Megaforce: The Legendary Battle (Extended),United States,2014,"New footage augments the tale of the Rangers, who give their all to save Earth from Vrak and Emperor Mavro, as the Armada stages an epic final attack.",
70259568,TV Show,Power Rangers Super Samurai,United States,2012,"The Samurai Power Rangers continue their battle against the evil Master Xandred, who has now joined forces with the malevolent Serrator.",
70242898,Movie,Power Rangers Super Samurai: Stuck on Christmas,United States,2012,The Samurai Rangers get stuck in the Megazord's cockpit on Christmas Eve when it breaks down. Can the Rangers get out in time for Christmas?,
70242897,Movie,Power Rangers Super Samurai: Trickster Treat,United States,2012,"When a Nighlok invades the Samurai Rangers' dreams and turns them into nightmares, the Rangers must figure out what is reality and what is illusion.",
70213075,TV Show,Power Rangers Time Force,United States,2001,"The team launches a new campaign against evil in the year 3000, when the imprisoned criminal mastermind Ransik is freed by his daughter.",
70213074,TV Show,Power Rangers Turbo,"United States, France, Japan",1997,"The Rangers use high-tech battle cars to take on Queen Divatox and her Divazords, who mount an attack on the Rangers' beloved Angel Grove.",
70213073,TV Show,Power Rangers Wild Force,"United States, Netherlands, Japan, France",2002,"Raised in the wilderness, young Cole Evans leads the Wild Force Power Rangers as they summon their animal powers to battle the evil Master Org.",
70213072,TV Show,Power Rangers Zeo,"United States, France, Japan",1996,"This ""Mighty Morphin Power Rangers"" spinoff finds Tommy and the gang battling new enemies, using abilities acquired from the Zeo Crystal.",
70294113,TV Show,Power Rangers: Megaforce,United States,2013,"When Earth is threatened by a massive alien invasion, the planet's supernatural guardian calls upon five teenagers to form the ultimate defense team.",
70242900,Movie,Power Rangers: Megaforce: Raising Spirits,United States,2013,"On Halloween, the scariest night of the year, the Rangers have a strange encounter with a mysterious medium who conjures ""visions"" of monsters past.",
70242899,Movie,Power Rangers: Megaforce: The Robo Knight Before Christmas,United States,2013,Robo Knight learns the meaning of Christmas from a group of children when he is mistaken for a donated Christmas toy and is shipped to a foreign land.,
70287605,TV Show,Strawberry Shortcake: Berry Bitty Adventures,"France, United States, Canada",2015,"Join Strawberry Shortcake and her berry best friends in the whimsical land of Berry Bitty City, where they learn about teamwork and decision-making.",
70053412,Movie,To and From New York,United States,2006,"While covering a story in New York City, a Seattle-based reporter uncovers a link between two missing women that changes her article entirely.",
80131616,Movie,God Bless the Broken Road,United States,2018,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter.",
81020653,TV Show,Iron Ladies,Taiwan,2018,Three 30-something women in high-level jobs at a beauty e-commerce firm seem to have it all – except when it comes to love and romantic chemistry.,
80174367,Movie,Seeing Allred,United States,2018,"Explore the public and private sides of feminist firebrand attorney Gloria Allred, who's battled some of the biggest names in politics and business.",
80217312,Movie,The Ritual,"United Kingdom, Canada",2018,"Four friends with a long-standing – but strained – connection take a hiking trip into the Swedish wilderness, from which they may never return.",
80209006,Movie,The Trader (Sovdagari),Georgia,2018,"A traveling trader provides a window into rural life in the Republic of Georgia, where potatoes are currency and ambition is crushed by poverty.",
80220692,TV Show,Tientsin Mystic,China,2017,"In an otherworldly river town, a policeman follows the trail of a sinister force to save his community from deadly spells.",
80117531,Movie,When We First Met,United States,2018,"Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him.",
80153131,Movie,Don't Knock Twice,United Kingdom,2016,A recovering addict becomes her estranged daughter's only hope after the teen awakens a terrifying child-stealing witch from an urban legend.,
80991400,Movie,High Flying Bird,United States,2019,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure.",
81059388,Movie,Incredibles 2 (Spanish Version),United States,2018,"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.",
80231156,Movie,Kevin Hart's Guide to Black History,United States,2019,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.,
81002145,TV Show,Nailed It! Mexico,"United States, Mexico",2019,"The fun, fondant and hilarious cake fails head to Mexico, where very amateur bakers compete to re-create elaborate sweet treats for a cash prize.",
80191045,Movie,ReMastered: The Two Killings of Sam Cooke,United States,2019,"While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33.",
81029383,Movie,The Tree of Blood,Spain,2018,"As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession.",
80241001,TV Show,Unauthorized Living,Spain,2018,"When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",
80178280,Movie,6 Days,"New Zealand, United Kingdom",2017,"When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid.",
80119555,Movie,Blinky Bill: The Movie,"Australia, United States",2015,Happy koala Blinky Bill and some spunky pals travel the Outback following clues to help him find his long-lost father and finally bring him home.,
80158270,Movie,Happy Times,Mexico,2014,"Desperate to break up with his clingy girlfriend, a nerdy cartoonist hires a mysterious agency to do the deed. But the agency has unusual methods.",
70302836,Movie,Jack and the Cuckoo-Clock Heart,"France, Belgium",2013,"Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal.",
70212989,TV Show,The Pyramid Code,Canada,2009,How was the scientific understanding of the ancients so advanced? A team of experts answers this and other questions in this fascinating series.,
81034763,Movie,Lez Bomb,United States,2018,A young woman's attempt to come out of the closet on Thanksgiving gets complicated when her male roommate shows up to her parents' home unannounced.,
81044300,TV Show,The Last of the Schmucks,Egypt,2017,"The year is 2041 and a dispute between a man and his wife has set the human race back. In this battle of the sexes, the primitive life isn't so simple.",
80151370,Movie,"Michael Bolton's Big, Sexy Valentine's Day Special",United States,2017,"After Santa tells him he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a telethon to inspire the world to make love.",
81010962,Movie,Di Renjie zhi Sidatianwang,"China, Hong Kong",2018,"Framed by an empress who plans to steal a dragon-taming mace, imperial magistrate Dee Renjie soon uncovers a greater plot that threatens the kingdom.",
80094258,Movie,The Confirmation,Canada,2016,A divorced handyman with a drinking problem bonds with his 8-year-old son when a search for his stolen toolbox leads to a series of misadventures.,
80159028,Movie,Fred Armisen: Standup For Drummers,,2018,"For an audience of drummers, comedian Fred Armisen shares and demonstrates his thoughts on musical genres, drummer quirks, regional accents and more.",
80179371,TV Show,Valor,United States,2018,"Following an unsuccessful mission in Somalia, the two surviving members of a U.S. Army helicopter crew are embroiled in an unseemly conspiracy.",
80201570,Movie,Welcome to Willits,United States,2017,A marijuana farmer's extraterrestrial paranoia creates trouble for a group of young campers who pitch their tent on his land in Northern California.,
80225034,Movie,Woody Woodpecker,United States,2017,A rascally bird with a distinctive laugh pecks back with a vengeance when his forest habitat is threatened by a slick lawyer building his dream home.,
80044834,Movie,Lila & Eve,United States,2015,"After each of them loses a child to murder, two women who meet in a support group initiate their own investigation when the police are no help.",
81049811,TV Show,Hidden Worlds,Egypt,2018,"While investigating an actress’s supposed suicide and her connection to the mafia, a veteran journalist discovers that corruption runs deep.",
80214523,TV Show,Live,South Korea,2018,The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace – but the reality is far from orderly.,
80216779,Movie,"Ray Romano: Right Here, Around the Corner",United States,2019,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began.",
80201500,TV Show,Safe,United Kingdom,2018,"After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him.",
81049774,TV Show,Tayee,Egypt,2018,An Egyptian doctor becomes a police informant and uses his rare gift of tracking ancient artifacts in the smuggling business.,
80182123,TV Show,Violet Evergarden,Japan,2018,"The war is over, and Violet Evergarden needs a job. Scarred and emotionless, she takes a job as a letter writer to understand herself and her past.",
80221279,TV Show,OCTB,Hong Kong,2017,An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.,
80201497,Movie,Princess Cyd,United States,2017,A teenager moves to Chicago for the summer and finds a poignant mentor in her aunt and a sweet love interest in a girl who works in the neighborhood.,
80134431,Movie,The Cloverfield Paradox,United States,2018,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",
80198745,Movie,Thumper,United States,2017,"After moving to a hardscrabble suburban California town, a young woman becomes dangerously entangled with a local drug enterprise.",
80168052,Movie,Naga The Eternal Yogi,"Italy, India",2016,"This documentary examines the naked yoga gurus of India whose devout spiritual practice connects them to the eternal, transcending the material world.",
80167667,Movie,Star Men,"Canada, United States, United Kingdom",2015,Four astronomers from England celebrate 50 years of friendship and achievement by taking a reflective road trip through the American Southwest.,
80038446,Movie,The Lovers,"Belgium, India, Australia",2015,"A magical ring holds the key to life, death and love for a marine archaeologist who seems to live two lives in different centuries and countries.",
80059410,Movie,Hannibal Buress: Comedy Camisado,United States,2016,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine.",
70252885,Movie,El último testigo,"United States, Canada, Belgium, United Kingdom",2012,A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.,
80157760,Movie,The Charnel House,United States,2016,"After an architect transforms a slaughterhouse into trendy lofts, its new inhabitants discover that the structure is haunted by its evil past.",
80065220,Movie,French Dirty,United States,2015,"An aimless, unemployed millennial hangs out with his pals and resists growing up, until an affair with his best friend's girl forces him to change.",
70157452,TV Show,Dinner for Five,United States,2007,"In each episode, four celebrities join host Jon Favreau for dinner and share revealing stories about both show business and their personal lives.",
81045349,TV Show,Romance is a bonus book,South Korea,2019,A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.,
80124726,Movie,Daniel Sosa: Sosafado,Mexico,2017,"Comedian Daniel Sosa inhabits various characters, including a Tupperware dealer, a thirsty priest and a Trojan horse soldier in this stand-up special.",
70301279,Movie,Imperial Dreams,United States,2014,"A young father returns home from jail eager to care for his son and become a writer, but crime, poverty and a flawed system threaten his plans.",
81002591,Movie,Billy Graham: An Extraordinary Journey,United States,2018,This documentary recounts the life story of evangelist preacher Billy Graham featuring interviews with family members and former presidents.,
80123777,Movie,Mine,"United States, Spain, Italy",2016,"When a Marine's mission goes awry, he must survive behind enemy lines – without stepping off a mine – among the harsh elements of a desert war zone.",
80109296,Movie,Quién te cantará,"Spain, France",2018,"When a near-drowning leaves a famous singer from the '90s with amnesia, she hires a karaoke singer who can imitate her to prep her for a comeback tour.",
81017530,Movie,The Rebound,United States,2016,"This documentary follows three players on the Miami Heat Wheels, who face long odds on the way to the national wheelchair basketball championship.",
80190130,Movie,Big Bear,United States,2017,The alcohol-fueled high jinks of a bachelor party go haywire when the buddies of an ill-fated groom abduct his fiancée's new lover.,
80226357,Movie,반드시 잡는다,South Korea,2017,"After people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago.",
80061160,Movie,Be Here Now,"United States, Australia",2015,"Trace the brave journey of actor Andy Whitfield, who received a devastating cancer diagnosis while starring in the series ""Spartacus: Blood and Sand.""",
80133550,Movie,Mike Birbiglia: Thank God for Jokes,United States,2017,"Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny.",
80103313,Movie,People You May Know,"United States, Spain",2016,The lives of several friends are thrown into chaos when a woman becomes pregnant by her husband's gay best friend after a drunken one-night stand.,
80092925,Movie,A Second Chance,Philippines,2015,"Following their storybook wedding, Popoy and Basha find married life – and starting a business together – more challenging than they ever imagined.",
80094723,Movie,Beauty and the Bestie,Philippines,2015,"Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission.",
81010869,Movie,Bride For Rent,Philippines,2014,"Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more.",
80188883,Movie,Can't Help Falling in Love,Philippines,2017,"Gab is eager to tie the knot with her handsome boyfriend, but there's a problem, and it's a doozy: She's already married to a total stranger.",
81045072,Movie,Evening Shadows,India,2018,"When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values.",
81010873,Movie,Four Sisters and a Wedding,Philippines,2013,"Four sisters unite to stop their young brother's pending nuptials upon meeting his fiancée’s demanding family, revealing long-simmering family issues.",
81010864,Movie,"Girl, Boy, Bakla, Tomboy",Philippines,2013,"Quadruplets separated as babies reunite in Manila when one needs a liver transplant, but long-held family resentments threaten to derail everything.",
81010866,Movie,It Takes a Man and a Woman,Philippines,2013,"Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity – and neither is completely over their past.",
80175332,Movie,My Ex & Whys,Philippines,2017,"Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back.",
81047510,Movie,Rise: Ini Kalilah,Malaysia,2018,"Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event.",
80011541,Movie,She's Dating the Gangster,Philippines,2014,"To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple.",
